Year,ISO-3 code,Country,Number of commercial banks,Branches of commercial banks,Outstanding deposits with commercial banks,"Number of commercial bank branches per 1,000 km2","Number of commercial bank branches per 100,000 adults","Number of ATMs per 100,000 adults",Outstanding deposits with commercial banks (% of GDP)
2006,MOZ,Mozambique,12,228,45370.16,0.305196,2.096672,3.293523,21.48885
2007,MOZ,Mozambique,12,274,56473.73,0.3636919,2.433635,3.66747,23.33245
2008,MOZ,Mozambique,14,297,67963.78,0.3954831,2.575857,4.257204,24.33087
2009,MOZ,Mozambique,14,352,90599.35,0.4654238,2.948665,4.729144,30.17249
2010,MOZ,Mozambique,16,416,109954.8,0.5493527,3.383036,5.740198,31.88584
2011,MOZ,Mozambique,18,457,119067.4,0.6040337,3.617561,6.496379,31.19467
2012,MOZ,Mozambique,18,502,157679.7,0.6612579,3.848222,7.030406,36.40541
2013,MOZ,Mozambique,18,520,181322.9,0.6841476,3.86515,7.744668,37.60069
2014,MOZ,Mozambique,18,572,222153.1,0.7502734,4.110368,9.189111,41.77562
2015,MOZ,Mozambique,18,615,284756.6,0.8049543,4.27146,10.63479,48.12699
2016,MOZ,Mozambique,19,646,306590.9,0.8456471,4.346059,10.96645,44.61991
2017,MOZ,Mozambique,19,659,327882.2,0.8621786,4.286511,11.03239,40.7579
2018,MOZ,Mozambique,18,674,367549.2,0.8799817,4.229076,10.7927,42.14209
2004,MMR,Myanmar,23,579,483796.2,0.9213064,1.799746,0,5.328781
2005,MMR,Myanmar,21,560,748733.8,0.8892494,1.71805,0,6.093824
2006,MMR,Myanmar,18,464,951432.4,0.7376008,1.412937,0,5.645559
2007,MMR,Myanmar,18,477,1273923,0.7574367,1.43819,0,5.459021
2008,MMR,Myanmar,18,492,1593325,0.7806401,1.46814,0,5.45038
2009,MMR,Myanmar,18,504,2172637,0.7990204,1.488286,0,6.410086
2010,MMR,Myanmar,18,524,3218693,0.829685,1.529708,0,8.091891
2011,MMR,Myanmar,22,580,4762906,0.9214897,1.675915,0,10.2853
2012,MMR,Myanmar,22,655,6868613,1.036515,1.85904,0.0906179,13.39975
2013,MMR,Myanmar,23,989,1.19E+07,1.54958,2.740675,0.6066315,20.56756
2014,MMR,Myanmar,25,1246,1.62E+07,1.946163,3.393592,1.684781,24.84372
2015,MMR,Myanmar,25,1252,1.97E+07,1.95535,3.360989,1.955532,27.04252
2016,MMR,Myanmar,27,1283,2.58E+07,2.00588,3.400359,2.663182,32.30237
2017,MMR,Myanmar,40,1797,2.91E+07,2.812825,4.703088,4.377943,32.13879
2018,MMR,Myanmar,40,1974,3.60E+07,3.083849,5.086167,5.626603,34.60124
2004,0M,0mibia,4,125,14546,0.1566884,10.71006,0,34.08287
2005,0M,0mibia,4,127,16826,0.1591177,10.70973,0,36.43805
2006,0M,0mibia,4,142,25032,0.1773373,11.75025,9.335813,46.33153
2007,0M,0mibia,4,153,25463,0.1906983,12.42863,9.737083,41.34752
2008,0M,0mibia,4,158,29112,0.1967715,12.59862,29.47455,41.52302
2009,0M,0mibia,4,162,31880,0.20163,12.6644,41.50261,42.38562
2010,0M,0mibia,4,166,34838,0.2064886,12.70539,49.17733,42.17717
2011,0M,0mibia,4,171,40379,0.2125618,12.74914,50.48658,44.812
2012,0M,0mibia,4,173,42466,0.2149911,12.55714,48.52588,39.73851
2013,0M,0mibia,4,178,49378,0.2210643,12.56824,52.06841,40.22686
2014,0M,0mibia,5,189,56236,0.2356399,13.0411,54.6516,40.31249
2015,0M,0mibia,5,194,60918.61,0.2417131,13.02764,55.77665,41.54892
2016,0M,0mibia,6,224,302434,0.2793669,14.6976,64.41384,200.2641
2017,0M,0mibia,0,0,0,0,0,0,0
2018,0M,0mibia,0,0,0,0,0,0,0
2004,NPL,Nepal,17,375,233811.2,2.734566,2.569067,0,43.56062
2005,NPL,Nepal,17,375,252409.8,2.734566,2.523083,0,42.824
2006,NPL,Nepal,18,390,291245.6,2.846181,2.570816,0,44.52725
2007,NPL,Nepal,20,552,337497.2,3.990234,3.531494,0,46.37052
2008,NPL,Nepal,25,555,426080.3,4.046041,3.514405,0,52.23762
2009,NPL,Nepal,26,752,563604.5,5.427276,4.637319,0,57.02929
2010,NPL,Nepal,27,850,630880.8,6.117893,5.154963,0,52.8919
2011,NPL,Nepal,31,1245,687587.9,8.901291,7.394248,7.394248,50.30073
2012,NPL,Nepal,32,1460,905867,10.40809,8.540632,7.601849,59.30995
2013,NPL,Nepal,31,1486,1020831,10.58249,8.581467,8.479643,60.22561
2014,NPL,Nepal,30,1547,1204463,11.00105,8.801438,9.220022,61.31021
2015,NPL,Nepal,30,1672,1462896,11.87304,9.341226,9.445505,68.67575
2016,NPL,Nepal,28,1869,1764592,13.23334,10.18526,10.24432,78.31623
2017,NPL,Nepal,28,2274,2093256,16.0586,12.0572,10.89967,79.21212
2018,NPL,Nepal,28,2995,2471514,21.08825,15.4132,14.23031,82.18529
2004,NLD,Netherlands,461,4005,382200,132.2867,33.61277,59.37553,72.21049
2005,NLD,Netherlands,401,3341,412996,110.8412,28.072,55.85892,74.96982
2006,NLD,Netherlands,345,3356,434653,109.6268,27.69631,60.72084,74.35736
2007,NLD,Netherlands,341,3504,467753,113.8922,28.65758,63.6951,75.54517
2008,NLD,Netherlands,302,3421,480063,110.2784,27.5722,64.09074,74.1756
2009,NLD,Netherlands,295,3137,502562,101.7492,25.22525,62.51922,80.43025
2010,NLD,Netherlands,290,2864,513271,93.50726,23.01517,57.78603,80.3006
2011,NLD,Netherlands,287,2653,525661,87.18861,21.30453,56.51499,80.82628
2012,NLD,Netherlands,260,2466,539613,80.84223,19.64608,54.54922,82.64029
2013,NLD,Netherlands,253,2165,547982,71.77204,17.34928,52.97342,82.96937
2014,NLD,Netherlands,218,1854,616357,61.50193,14.78869,53.63755,91.77989
2015,NLD,Netherlands,209,1764,612129,58.56337,13.99138,49.66835,88.71332
2016,NLD,Netherlands,96,1674,635131,52.53785,12.46062,47.5193,89.66509
2017,NLD,Netherlands,92,1616,655090,50.69754,11.92784,44.61766,88.88024
2018,NLD,Netherlands,93,1489,671907,46.95755,10.96014,41.14556,86.88007
2004,NZL,New Zealand,16,1103,95049,4.249744,35.00951,59.03749,61.4969
2005,NZL,New Zealand,16,1124,105743,4.329498,35.14984,62.25222,64.89809
2006,NZL,New Zealand,16,1148,116356,4.420645,35.3509,69.45661,67.60482
2007,NZL,New Zealand,16,1155,133421,4.44723,35.13762,69.64511,71.40693
2008,NZL,New Zealand,18,1161,144812,4.477612,34.98947,71.78926,76.37039
2009,NZL,New Zealand,19,1199,145455,4.625726,35.69785,72.56805,74.87992
2010,NZL,New Zealand,20,1173,152975,4.530781,34.49057,72.21916,75.19638
2011,NZL,New Zealand,21,1161,165507,4.489005,33.91214,76.37405,77.615
2012,NZL,New Zealand,22,1147,177306,4.439634,33.31382,74.80649,81.53012
2013,NZL,New Zealand,23,1069,191819,4.147203,30.82113,72.36756,82.45173
2014,NZL,New Zealand,25,1040,208513,4.044662,29.55237,70.7037,86.12965
2015,NZL,New Zealand,25,1040,230223,4.044662,28.95674,69.27866,90.59903
2016,NZL,New Zealand,24,1094,307298.6,4.245946,29.71101,66.03923,113.8746
2017,NZL,New Zealand,26,1024,327442.1,3.987695,27.29863,65.88069,114.8404
2018,NZL,New Zealand,26,1024,346537,3.987695,26.78314,64.66215,116.9492
2004,NIC,Nicaragua,8,157,27137.28,1.371115,4.853586,3.294556,29.39371
2005,NIC,Nicaragua,7,208,29255.41,1.786605,6.172813,4.56501,27.65768
2006,NIC,Nicaragua,7,238,31545.44,2.035898,6.86052,5.740435,26.54498
2007,NIC,Nicaragua,7,260,36916.77,2.218714,7.299831,6.780367,26.95635
2008,NIC,Nicaragua,8,294,40063.81,2.509556,8.068368,7.747771,24.33975
2009,NIC,Nicaragua,8,298,45725.39,2.542795,7.992851,8.175694,27.0899
2010,NIC,Nicaragua,7,255,54754.37,2.177165,6.693198,8.302631,29.27217
2011,NIC,Nicaragua,7,275,61179.31,2.34336,7.047523,9.446679,27.91254
2012,NIC,Nicaragua,7,277,71667.83,2.35998,6.94356,11.29551,28.89903
2013,NIC,Nicaragua,7,297,86098,2.526176,7.273658,14.16449,31.70849
2014,NIC,Nicaragua,7,311,99310.96,2.642513,7.451289,15.69926,32.20167
2015,NIC,Nicaragua,8,338,119028.2,2.875187,7.946471,17.89104,34.23231
2016,NIC,Nicaragua,8,474,131667.4,4.005318,10.84644,17.52982,34.62555
2017,NIC,Nicaragua,8,487,149028.5,4.113346,10.92439,17.19212,35.82305
2018,NIC,Nicaragua,8,418,116662.1,3.53997,9.226942,21.65949,28.18534
2004,NER,Niger,8,19,155776,0.0213152,0.4034128,0,9.65873
2005,NER,Niger,10,25,172591,0.0276309,0.505203,0,9.609209
2006,NER,Niger,10,24,198535,0.0268414,0.4750164,0,10.41174
2007,NER,Niger,10,39,276003,0.0386832,0.6619347,0,13.41965
2008,NER,Niger,10,52,309733,0.0489461,0.8090911,0,12.85797
2009,NER,Niger,10,53,342882,0.0497355,0.7933805,0,13.51471
2010,NER,Niger,10,67,426591,0.0607879,0.9346874,0.5826623,15.06152
2011,NER,Niger,11,81,447342,0.0726297,1.07723,0.9133033,14.7917
2012,NER,Niger,10,103,567490,0.0892082,1.274548,0.924893,16.01174
2013,NER,Niger,11,123,606890,0.1057867,1.45459,1.248342,16.02022
2014,NER,Niger,11,129,738498,0.1105234,1.461819,1.263429,18.14981
2015,NER,Niger,12,147,778273,0.125523,1.596323,1.455766,18.23129
2016,NER,Niger,12,155,829267,0.1318386,1.614104,1.527117,18.57538
2017,NER,Niger,12,155,866543,0.1318386,1.552282,1.728889,18.33395
2018,NER,Niger,14,156,0,0.134207,1.518543,1.661464,0
2004,NGA,Nigeria,89,3492,1797000,3.931838,4.697582,0,9.914997
2005,NGA,Nigeria,25,3242,2546000,3.587075,4.176396,0.6800865,11.01122
2006,NGA,Nigeria,25,3004,3441604,3.325757,3.780877,1.77997,11.33032
2007,NGA,Nigeria,24,4254,5363233,4.697124,5.209569,4.476479,15.46673
2008,NGA,Nigeria,24,5255,8702996,5.796194,6.267602,8.640956,21.78242
2009,NGA,Nigeria,24,5578,9989843,6.150839,6.481782,11.46287,22.98552
2010,NGA,Nigeria,24,5799,1.08E+07,6.393491,6.563825,11.2249,19.84379
2011,NGA,Nigeria,20,5810,1.23E+07,6.401177,6.408032,11.94224,19.53008
2012,NGA,Nigeria,21,5408,1.44E+07,5.96089,5.815825,11.49132,19.88416
2013,NGA,Nigeria,21,5636,1.67E+07,6.211228,5.902883,13.3094,20.6762
2014,NGA,Nigeria,21,5498,1.80E+07,6.059708,5.605422,16.18453,19.96499
2015,NGA,Nigeria,19,5021,1.73E+07,5.533779,4.978824,16.20686,18.16681
2016,NGA,Nigeria,20,4909,1.83E+07,5.411904,4.74055,16.73282,17.88392
2017,NGA,Nigeria,21,4721,1.91E+07,5.206583,4.435715,16.32197,16.65723
2018,NGA,Nigeria,21,4709,2.14E+07,5.193408,4.300079,16.92304,16.58887
2004,MKD,"North Macedonia, Republic of",21,261,82284,11.08926,17.29131,0,29.30488
2005,MKD,"North Macedonia, Republic of",20,250,97922,10.61738,16.42364,9.550041,31.74678
2006,MKD,"North Macedonia, Republic of",19,292,123127,12.22965,18.78907,17.94326,36.77189
2007,MKD,"North Macedonia, Republic of",18,315,160381,13.19857,19.9713,31.72617,43.01039
2008,MKD,"North Macedonia, Republic of",18,391,180913,16.21086,24.3498,45.30611,43.60505
2009,MKD,"North Macedonia, Republic of",18,410,187875,16.97066,25.31381,49.20815,45.31236
2010,MKD,"North Macedonia, Republic of",18,418,213270,17.28787,25.6476,51.11873,48.77017
2011,MKD,"North Macedonia, Republic of",17,396,234161.2,16.37589,24.16086,51.24677,50.44556
2012,MKD,"North Macedonia, Republic of",16,407,245372.8,16.7724,24.64786,49.64534,52.5758
2013,MKD,"North Macedonia, Republic of",16,410,259299,16.89136,24.75342,54.03917,51.66441
2014,MKD,"North Macedonia, Republic of",15,414,286979,17.01031,24.86856,55.59195,54.39009
2015,MKD,"North Macedonia, Republic of",15,412,306189.8,16.93101,24.69394,60.66498,54.77906
2016,MKD,"North Macedonia, Republic of",15,418,322796.8,17.16891,25.00736,60.00612,54.27026
2017,MKD,"North Macedonia, Republic of",15,430,339281.1,17.64473,25.65575,59.44062,55.02451
2018,MKD,"North Macedonia, Republic of",15,405,371333.5,16.65345,24.1711,59.85226,56.2364
2004,NOR,Norway,22,0,586584,0,0,59.13807,32.91752
2005,NOR,Norway,23,426,648967,1.229315,12.08105,58.76397,32.62875
2006,NOR,Norway,24,427,765392,1.234791,12.01259,59.92979,34.55008
2007,NOR,Norway,27,441,884729,1.281335,12.31466,59.78398,37.63161
2008,NOR,Norway,27,424,913667,1.234791,11.69967,59.22472,35.02241
2009,NOR,Norway,30,401,936207,1.180033,11.01884,57.59967,38.50805
2010,NOR,Norway,32,403,988896,1.190985,10.95854,55.24616,38.12627
2011,NOR,Norway,31,401,1043492,1.182771,10.72448,54.46647,37.32416
2012,NOR,Norway,29,377,1099499,1.111586,9.922795,52.7179,37.04189
2013,NOR,Norway,30,341,1182351,1.016096,8.934345,50.47543,38.44325
2014,NOR,Norway,31,327,1261937,0.9804915,8.50623,48.30493,40.10395
2015,NOR,Norway,30,299,1305389,0.9010662,7.72915,45.81107,41.86467
2016,NOR,Norway,33,232,1373255,0.7257828,6.160829,39.03408,44.02452
2017,NOR,Norway,37,202,1423755,0.6545739,5.508113,36.41347,43.08613
2018,NOR,Norway,43,0,1467385,0,0,34.55014,41.503
2004,OMN,Oman,14,330,0,1.11147,21.15624,0,0
2005,OMN,Oman,13,329,0,1.105008,20.16902,0,0
2006,OMN,Oman,14,338,0,1.137318,19.64425,0,0
2007,OMN,Oman,17,362,0,1.224556,20.05897,0,0
2008,OMN,Oman,17,395,0,1.331179,20.66632,0,0
2009,OMN,Oman,17,429,0,1.441034,21.09136,0,0
2010,OMN,Oman,17,444,6405.911,1.489499,20.39717,40.44037,28.41011
2011,OMN,Oman,17,461,6908.797,1.544426,19.48561,39.5827,26.44819
2012,OMN,Oman,17,479,7655.556,1.602585,18.56731,38.33252,25.96248
2013,OMN,Oman,18,525,8470.918,1.754443,18.72563,37.93406,27.96365
2014,OMN,Oman,18,515,9898.108,1.722132,17.08235,35.12619,31.75116
2015,OMN,Oman,18,528,10960.92,1.764136,16.43994,34.26494,41.36151
2016,OMN,Oman,18,540,11196.91,1.802908,15.97823,33.81772,44.16145
2017,OMN,Oman,18,512,11890,1.712439,14.52781,37.47079,43.68689
2018,OMN,Oman,18,530,13261,1.770598,14.4727,34.83483,43.49452
2004,PAK,Pakistan,38,7040,2027951,9.181714,7.374094,0.7219902,35.95288
2005,PAK,Pakistan,39,7339,2411520,9.57088,7.441999,1.129715,37.10155
2006,PAK,Pakistan,39,7695,2732568,10.03269,7.559426,1.811174,33.25846
2007,PAK,Pakistan,41,8160,3272142,10.63849,7.783244,2.635541,35.41361
2008,PAK,Pakistan,40,8735,3410051,11.38309,8.097481,3.300819,32.05606
2009,PAK,Pakistan,40,9050,3903303,11.79172,8.159749,3.804292,29.57113
2010,PAK,Pakistan,40,9333,4472141,12.15883,8.185821,4.179808,30.081
2011,PAK,Pakistan,38,9763,5114083,12.71404,8.350214,4.620264,27.98183
2012,PAK,Pakistan,38,10295,5992094,13.40416,8.583223,5.185819,29.89097
2013,PAK,Pakistan,38,10943,6883183,14.24476,8.893368,6.182677,30.74818
2014,PAK,Pakistan,37,11551,7648521,15.03217,9.156866,7.151332,30.38889
2015,PAK,Pakistan,35,12293,8262514,15.99211,9.513157,8.328643,30.10789
2016,PAK,Pakistan,34,12995,9416056,16.90146,9.827195,9.330895,32.3847
2017,PAK,Pakistan,33,13628,9899476,17.72131,10.07492,9.889068,30.97205
2018,PAK,Pakistan,34,14085,1.19E+07,18.31543,10.1834,10.35794,34.60435
2004,PLW,Palau,9,0,0,0,0,0,0
2005,PLW,Palau,8,0,154,0,0,0,83.3859
2006,PLW,Palau,7,0,93,0,0,0,49.4563
2007,PLW,Palau,7,0,101,0,0,30.94986,52.29917
2008,PLW,Palau,7,0,97,0,0,30.7785,49.27728
2009,PLW,Palau,7,0,94,0,0,30.60601,51.45613
2010,PLW,Palau,7,0,99,0,0,36.49756,54.14458
2011,PLW,Palau,6,0,124,0,0,36.26899,64.1795
2012,PLW,Palau,5,0,135,0,0,41.98971,62.90847
2013,PLW,Palau,5,0,146,0,0,41.66455,64.81132
2014,PLW,Palau,5,0,184,0,0,47.22385,74.93068
2015,PLW,Palau,5,0,238,0,0,46.7935,81.20569
2016,PLW,Palau,5,0,272,0,0,46.32563,89.858
2017,PLW,Palau,5,0,278,0,0,45.84527,95.35429
2018,PLW,Palau,0,0,0,0,0,0,0
2004,PAN,Pa0ma,69,0,0,0,0,0,0
2005,PAN,Pa0ma,72,0,0,0,0,0,0
2006,PAN,Pa0ma,77,0,0,0,0,0,0
2007,PAN,Pa0ma,73,446,32884,6.981437,21.43454,32.75065,154.4141
2008,PAN,Pa0ma,75,481,39366,7.47915,22.47862,34.68824,156.4882
2009,PAN,Pa0ma,73,492,41886,7.600215,22.36224,38.39182,154.4661
2010,PAN,Pa0ma,80,506,44203,7.882701,22.70371,39.75086,150.1445
2011,PAN,Pa0ma,77,520,49529,8.03067,22.65845,44.97531,142.7917
2012,PAN,Pa0ma,78,521,54587,8.057573,22.26937,50.71022,135.0171
2013,PAN,Pa0ma,78,570,59525,8.716707,23.59649,55.96884,130.5373
2014,PAN,Pa0ma,76,596,66846,9.039548,23.96718,61.38024,133.9022
2015,PAN,Pa0ma,76,600,71323.89,9.093355,23.61296,67.69513,131.8574
2016,PAN,Pa0ma,76,607,73919,9.187517,23.37917,69.28176,127.5398
2017,PAN,Pa0ma,75,588,73049,8.918483,22.23334,70.52295,117.2841
2018,PAN,Pa0ma,72,588,73338.72,8.878128,21.68301,70.00984,112.7332
2004,PNG,Papua New Guinea,4,65,0,0.152365,1.788088,3.705747,0
2005,PNG,Papua New Guinea,4,66,0,0.1545732,1.770898,3.617692,0
2006,PNG,Papua New Guinea,4,64,0,0.1501568,1.676922,3.526469,0
2007,PNG,Papua New Guinea,4,66,0,0.1545732,1.681543,3.915592,0
2008,PNG,Papua New Guinea,4,66,0,0.1545732,1.637175,4.513924,0
2009,PNG,Papua New Guinea,4,64,0,0.1501568,1.547963,4.848766,0
2010,PNG,Papua New Guinea,4,68,0,0.1589895,1.595221,5.339561,0
2011,PNG,Papua New Guinea,4,75,0,0.1744468,1.705636,6.671412,0
2012,PNG,Papua New Guinea,4,77,0,0.1788632,1.703915,6.626336,0
2013,PNG,Papua New Guinea,4,77,0,0.1788632,1.660045,7.19353,0
2014,PNG,Papua New Guinea,4,77,0,0.1788632,1.617454,7.408339,0
2015,PNG,Papua New Guinea,4,77,0,0.1788632,1.576177,7.336033,0
2016,PNG,Papua New Guinea,4,77,0,0.1788632,1.536612,8.954083,0
2017,PNG,Papua New Guinea,4,77,0,0.1788632,1.498416,8.565021,0
2018,PNG,Papua New Guinea,4,80,0,0.1854878,1.515603,8.15539,0
2004,PRY,Paraguay,14,138,8830612,0.3825824,4.136452,0,15.35705
2005,PRY,Paraguay,13,137,9417445,0.3775485,3.979441,0,14.19662
2006,PRY,Paraguay,13,143,1.01E+07,0.3926504,4.038505,0,13.28041
2007,PRY,Paraguay,13,157,1.25E+07,0.4278882,4.305008,0,13.91705
2008,PRY,Paraguay,15,216,1.74E+07,0.5814246,5.730252,0,16.24544
2009,PRY,Paraguay,15,277,2.14E+07,0.734961,7.095025,12.78076,19.25712
2010,PRY,Paraguay,16,343,2.68E+07,0.9035993,8.537951,18.69312,20.74284
2011,PRY,Paraguay,15,392,3.21E+07,1.024415,9.480718,18.82167,22.70659
2012,PRY,Paraguay,16,422,3.63E+07,1.102441,9.982492,20.26127,24.6379
2013,PRY,Paraguay,16,445,4.43E+07,1.160332,10.27679,23.36242,26.58764
2014,PRY,Paraguay,16,399,6.37E+07,1.044551,9.057309,23.92003,35.42471
2015,PRY,Paraguay,17,454,7.38E+07,1.185502,10.07881,25.18634,39.2
2016,PRY,Paraguay,17,462,7.88E+07,1.205638,10.05572,24.83491,38.53011
2017,PRY,Paraguay,17,476,8.44E+07,1.240876,10.16868,26.89646,38.49258
2018,PRY,Paraguay,17,481,8.96E+07,1.253461,10.10282,29.07096,38.26086
2004,PER,Peru,13,775,46677.87,0.615625,4.209793,10.56722,20.47859
2005,PER,Peru,11,814,55183.62,0.6445313,4.334087,11.31065,22.00751
2006,PER,Peru,10,861,59719.76,0.6804687,4.506222,13.53936,20.5738
2007,PER,Peru,12,1003,74083.75,0.7929688,5.171656,16.3302,23.1734
2008,PER,Peru,15,1314,97318.5,1.038281,6.670079,20.03533,27.59094
2009,PER,Peru,14,1355,99041.04,1.069531,6.771,23.63668,27.21334
2010,PER,Peru,14,1394,113675.8,1.1,6.866738,26.85733,27.2745
2011,PER,Peru,14,1466,122330.8,1.15625,7.124404,31.43403,25.86007
2012,PER,Peru,15,1616,136592.4,1.274219,7.753898,38.80277,26.88134
2013,PER,Peru,15,1673,166289.2,1.31875,7.922934,41.76438,30.59284
2014,PER,Peru,16,1765,174061.8,1.391406,8.240826,56.57066,30.50542
2015,PER,Peru,16,1823,204870,1.436719,8.370226,122.7815,33.90378
2016,PER,Peru,15,1815,203853.6,1.429688,8.179423,111.5441,31.47312
2017,PER,Peru,15,1748,222008.8,1.377344,7.721213,109.0167,32.31395
2018,PER,Peru,15,1701,235492.6,1.340625,7.358045,114.6629,32.24133
2004,PHL,Philippines,42,4310,1329229,14.5957,8.207965,10.31465,25.9593
2005,PHL,Philippines,41,4306,1432945,14.57893,8.002462,11.43577,25.23791
2006,PHL,Philippines,39,4308,1774033,14.57893,7.795687,12.31493,28.28877
2007,PHL,Philippines,38,4273,1937615,14.45819,7.531791,12.50057,28.11103
2008,PHL,Philippines,38,4409,2976997,14.91431,7.564152,13.1671,38.55762
2009,PHL,Philippines,38,4482,3338610,15.15914,7.480153,13.99715,41.59669
2010,PHL,Philippines,38,4643,3699167,15.6991,7.536545,15.08597,41.08597
2011,PHL,Philippines,38,4819,3775375,16.28937,7.646911,16.78164,38.88799
2012,PHL,Philippines,37,5108,4031335,17.25526,7.919803,18.81819,38.17158
2013,PHL,Philippines,36,5425,5193599,18.31506,8.223044,21.87893,45.01139
2014,PHL,Philippines,36,5797,5797399,19.56267,8.599904,23.13998,45.8866
2015,PHL,Philippines,40,6020,6289736,20.32398,8.756851,25.0235,47.21301
2016,PHL,Philippines,42,6195,7384415,20.9176,8.843326,27.05885,50.99611
2017,PHL,Philippines,43,6440,8180727,21.74263,9.027139,28.23714,51.75187
2018,PHL,Philippines,45,6597,8718270,22.27588,9.088311,29.11489,50.02966
2004,POL,Poland,62,8363,275113.2,27.50302,26.61644,25.44437,29.48498
2005,POL,Poland,64,8400,296768.4,27.63033,26.59464,27.57497,29.96245
2006,POL,Poland,69,8759,334275.7,28.81954,27.61666,31.08908,31.24586
2007,POL,Poland,69,9460,371468.4,31.10799,29.70898,35.985,31.27879
2008,POL,Poland,71,10465,442555.7,34.39765,32.7453,43.13205,34.4115
2009,POL,Poland,70,10561,503175.9,34.71007,32.93737,48.68572,36.66907
2010,POL,Poland,70,10311,547091.7,33.89382,32.18543,50.88715,37.85321
2011,POL,Poland,67,10451,617993.4,34.34673,32.57778,53.86887,39.44242
2012,POL,Poland,69,10913,634440.1,35.8631,33.97444,56.26727,38.93644
2013,POL,Poland,69,10599,673842.4,34.83884,32.97733,58.35022,40.66899
2014,POL,Poland,66,10597,742035,34.82478,32.95898,63.46064,43.13079
2015,POL,Poland,65,10002,819599,32.87828,31.13577,68.48509,45.52751
2016,POL,Poland,64,9969,891795.2,32.76724,31.01502,72.46936,47.91733
2017,POL,Poland,63,9412,919928.6,30.94484,29.29094,71.81304,46.24351
2018,POL,Poland,64,9528,998620,31.32695,29.66766,70.78235,47.20108
2004,PRT,Portugal,67,5817,103662.1,64.30601,66.44301,142.586,68.03246
2005,PRT,Portugal,65,5988,109617.1,66.1747,68.14198,154.3861,69.09258
2006,PRT,Portugal,63,6229,114136.5,68.78758,70.73228,163.1384,68.65407
2007,PRT,Portugal,64,5420,120744.3,59.95408,61.50419,176.9199,68.81283
2008,PRT,Portugal,69,5671,134152.5,62.75282,64.20139,187.1487,74.99892
2009,PRT,Portugal,68,5829,136628,64.38476,65.76696,191.9699,77.87367
2010,PRT,Portugal,64,5858,144611.4,64.65771,65.86008,194.6011,80.37102
2011,PRT,Portugal,60,5692,153311.6,62.80162,63.93914,191.1727,87.02652
2012,PRT,Portugal,59,5426,146780.8,59.88645,61.09181,184.9127,87.16305
2013,PRT,Portugal,59,5133,150727.1,56.67801,58.02616,180.4153,88.52277
2014,PRT,Portugal,58,4703,151735.9,51.97281,53.3867,176.868,87.66857
2015,PRT,Portugal,57,3102,156262.2,34.48479,35.49445,173.4048,86.90454
2016,PRT,Portugal,53,3744,159763,41.44943,42.69091,168.7511,85.67279
2017,PRT,Portugal,53,3422,164066,37.93436,39.06306,167.9318,84.30352
2018,PRT,Portugal,51,3156,171120.8,35.00878,36.0173,165.6886,84.87606
2004,QAT,Qatar,14,112,34790.9,10.85271,21.4965,51.01153,30.11886
2005,QAT,Qatar,14,123,53935.1,11.80017,20.22086,53.87311,33.27458
2006,QAT,Qatar,15,140,77772.1,13.35056,18.6179,51.8899,35.09397
2007,QAT,Qatar,16,166,114756.8,15.67614,17.84258,49.80236,39.55058
2008,QAT,Qatar,16,201,146611.6,18.69078,17.711,44.15508,34.94222
2009,QAT,Qatar,17,232,176630.5,21.44703,17.43827,46.08185,49.61726
2010,QAT,Qatar,17,260,215959.9,23.85874,17.16827,49.14958,47.41732
2011,QAT,Qatar,17,203,260519.3,18.94918,12.46287,48.60521,42.65899
2012,QAT,Qatar,17,218,341808.4,20.24117,12.35101,55.76348,50.26047
2013,QAT,Qatar,17,217,402543.2,20.15504,11.57636,57.28816,55.64839
2014,QAT,Qatar,17,265,438822.8,24.28941,13.28474,56.62503,58.45842
2015,QAT,Qatar,17,218,501822.4,20.24117,10.62884,58.11939,85.23769
